State,City,Total_Orders,Total_Revenue,Unique_Customers
SP,lucianopolis,2,199.97,2
SP,luis antonio,7,1131.43,7
SP,luiziania,3,270.23,3
SP,lupercio,3,172.11,3
SP,lutecia,1,908.84,1
SP,macatuba,12,3452.45,12
SP,macaubal,1,121.91,1
SP,macedonia,4,388.43,4
SP,magda,2,496.07,2
SP,mairinque,24,3235.0,24
SP,mairipora,75,10363.16,75
SP,manduri,3,287.21,3
SP,maracai,8,1345.6,8
SP,mariapolis,2,140.98000000000002,2
SP,marilia,194,37219.88,194
SP,marinopolis,2,188.98,2
SP,maristela,4,731.42,4
SP,martinopolis,8,4084.1099999999997,8
SP,matao,51,8360.85,51
SP,maua,317,48113.09,317
SP,mendonca,4,289.08,4
SP,meridiano,1,140.47,1
SP,miguelopolis,14,2265.5,14
SP,mineiros do tiete,3,257.34000000000003,3
SP,mira estrela,1,213.56,1
SP,miracatu,5,991.81,5
SP,mirandopolis,13,1535.4099999999999,13
SP,mirante do paranapanema,3,242.49,3
SP,mirassol,29,6383.33,29
SP,mococa,33,6758.87,33
SP,mogi das cruzes,374,56778.42,374
SP,mogi mirim,75,9974.89,75
SP,mogi-guacu,89,13123.01,89
SP,mogi-mirim,2,112.61,2
SP,mombuca,3,144.47,3
SP,moncoes,2,379.13,2
SP,mongagua,41,6027.55,41
SP,monte alegre do sul,6,4360.38,6
SP,monte alto,32,2870.52,32
SP,monte aprazivel,10,1186.5,10
SP,monte azul paulista,19,3287.1,19
SP,monte castelo,1,106.89,1
SP,monte mor,38,5039.0,38
SP,morro agudo,9,1967.96,9
SP,morungaba,7,708.3199999999999,7
SP,motuca,2,182.29,2
SP,murutinga do sul,2,855.71,2
SP,nantes,1,91.05,1
SP,narandiba,2,436.65999999999997,2
SP,natividade da serra,1,138.89,1
SP,nazare paulista,7,934.33,7
SP,neves paulista,3,154.32,3
SP,nhandeara,7,698.47,7
SP,nipoa,2,372.35,2
SP,nossa senhora do remedio,2,163.29000000000002,2
SP,nova campina,2,209.51999999999998,2
SP,nova canaa paulista,2,139.15,2
SP,nova europa,8,760.89,8
SP,nova granada,19,2122.45,19
SP,nova guataporanga,1,117.76,1
SP,nova independencia,1,34.86,1
SP,nova luzitania,1,34.75,1
SP,nova odessa,37,5060.27,37
SP,novais,1,111.99,1
SP,novo horizonte,16,2986.14,16
SP,nuporanga,3,895.41,3
SP,ocaucu,5,320.77,5
SP,oleo,1,73.34,1
SP,olimpia,36,6365.150000000001,36
SP,onda verde,1,89.49,1
SP,oriente,3,1075.02,3
SP,orindiuva,5,629.59,5
SP,orlandia,28,4552.4,28
SP,osasco,724,92461.02,724
SP,oscar bressane,3,339.93,3
SP,osvaldo cruz,16,2124.36,16
SP,ourinhos,77,14325.33,77
SP,ouro verde,3,356.03999999999996,3
SP,ouroeste,11,1437.57,11
SP,pacaembu,6,1595.07,6
SP,palestina,10,634.5699999999999,10
SP,palmares paulista,1,70.93,1
SP,palmeira d oeste,1,64.42,1
SP,palmeira d'oeste,5,396.90999999999997,5
SP,palmital,18,2122.0299999999997,18
SP,panorama,5,474.64,5
SP,paraguacu paulista,20,3067.31,20
SP,paraibuna,10,1810.75,10
SP,paraiso,5,848.74,5
SP,paranapanema,11,759.71,11
SP,paranapua,2,87.80000000000001,2
SP,parapua,8,1345.83,8
SP,pardinho,1,355.06,1
SP,pariquera-acu,15,2065.21,15
SP,parisi,1,46.34,1
SP,patrocinio paulista,2,1147.46,2
SP,pauliceia,2,496.12,2
SP,paulinia,127,18545.23,127
SP,paulistania,1,116.94,1
SP,paulo de faria,5,656.48,5
SP,pederneiras,21,3450.01,21
SP,pedra bela,2,279.31,2
SP,pedranopolis,1,74.41,1
SP,pedregulho,2,1122.18,2
SP,pedreira,36,3391.29,36
SP,pedrinhas paulista,4,485.48,4
SP,pedro de toledo,8,893.26,8
SP,penapolis,37,5549.28,37
SP,pereira barreto,18,4460.09,18
SP,pereiras,1,69.69,1
SP,peruibe,43,7697.97,43
SP,piacatu,1,74.13,1
SP,piedade,22,2919.16,22
SP,pilar do sul,12,1225.32,12
SP,pindamonhangaba,98,14205.22,98
SP,pindorama,2,405.52,2
SP,pinhalzinho,12,1537.96,12
SP,pinheiros,1,213.83,1
SP,piquerobi,1,112.45,1
SP,piquete,9,945.86,9
SP,piracaia,21,2866.91,21
SP,piracicaba,356,55621.16,356
SP,piraju,17,5054.76,17
SP,pirajui,12,1789.32,12
SP,pirangi,7,1189.13,7
SP,pirapora do bom jesus,16,3067.54,16
SP,pirapozinho,14,1582.47,14
SP,pirassununga,69,9868.55,69
SP,piratininga,8,1716.05,8
SP,pitangueiras,16,1634.64,16
SP,planalto,1,83.06,1
SP,poa,85,10803.789999999999,85
SP,poloni,3,222.41,3
SP,pompeia,17,2252.95,17
SP,pongai,4,429.05000000000007,4
SP,pontal,12,1333.05,12
SP,pontalinda,2,84.75,2
SP,pontes gestal,1,135.08,1
SP,populina,1,71.3,1
SP,porangaba,2,195.63,2
SP,porto feliz,21,3365.57,21
SP,porto ferreira,26,2130.07,26
SP,potim,2,279.84,2
SP,potirendaba,8,842.8399999999999,8
SP,pradopolis,10,1081.31,10
SP,praia grande,296,43271.51,296
SP,presidente alves,2,140.42000000000002,2
SP,presidente bernardes,5,579.56,5
SP,presidente epitacio,23,3014.15,23
SP,presidente prudente,157,29166.5,157
SP,presidente venceslau,22,3410.87,22
SP,primavera,9,1166.01,9
SP,promissao,31,4742.35,31
SP,quadra,3,501.88,3
SP,quata,12,3417.29,12
SP,queiroz,1,58.9,1
SP,queluz,2,249.89999999999998,2
SP,quintana,4,435.84999999999997,4
SP,rafard,5,659.46,5
SP,rancharia,21,3006.84,21
SP,rechan,2,322.37,2
SP,redencao da serra,1,106.23,1
SP,regente feijo,10,1088.31,10
SP,reginopolis,3,1719.32,3
SP,registro,45,6809.21,45
SP,ribeira,3,248.03,3
SP,ribeirao bonito,7,846.12,7
SP,ribeirao branco,2,515.49,2
SP,ribeirao do sul,3,415.45,3
SP,ribeirao pires,107,11780.65,107
SP,ribeirao preto,499,74211.13,499
SP,rifaina,2,597.77,2
SP,rincao,1,97.63,1
SP,rinopolis,2,134.56,2
SP,rio claro,151,22544.2,151
SP,rio das pedras,10,1205.56,10
SP,rio grande da serra,25,2577.7400000000002,25
SP,riolandia,3,470.31000000000006,3
SP,riversul,1,102.03,1
SP,rosana,4,295.31,4
SP,roseira,5,490.14,5
SP,rubiacea,2,250.15,2
SP,rubineia,1,112.2,1
SP,sabino,3,802.87,3
SP,sales,5,433.12,5
SP,sales oliveira,6,627.74,6
SP,salesopolis,10,1310.96,10
SP,salmourao,2,90.27,2
SP,saltinho,5,1316.35,5
SP,salto,89,11601.09,89
SP,salto de pirapora,12,1153.56,12
SP,salto grande,1,674.34,1
SP,santa adelia,15,1861.06,15
SP,santa albertina,7,830.4200000000001,7
SP,santa barbara d oeste,4,214.76,4
SP,santa barbara d'oeste,118,14980.13,118
SP,santa branca,9,953.35,9
SP,santa clara d'oeste,1,115.44,1
SP,santa cruz da conceicao,4,476.27,4
SP,santa cruz das palmeiras,9,736.51,9
SP,santa cruz do rio pardo,34,3126.23,34
SP,santa ernestina,2,280.13,2
SP,santa fe do sul,34,4605.21,34
SP,santa gertrudes,11,1471.05,11
SP,santa isabel,28,3181.2400000000002,28
SP,santa lucia,3,454.26,3
SP,santa maria da serra,2,169.42,2
SP,santa mercedes,2,269.57,2
SP,santa rita d'oeste,3,219.73,3
SP,santa rita do passa quatro,18,2479.13,18
SP,santa rosa de viterbo,13,1975.27,13
SP,santa salete,1,95.0,1
SP,santana de parnaiba,178,25866.02,178
SP,santo anastacio,17,2240.33,17
SP,santo andre,777,101772.62,777
SP,santo antonio da alegria,3,250.03,3
SP,santo antonio de posse,20,5393.22,20
SP,santo antonio do aracangua,1,1117.99,1
SP,santo antonio do jardim,4,294.35,4
SP,santo antonio do pinhal,2,1252.69,2
SP,santo expedito,1,293.46,1
SP,santos,700,111170.11,700
SP,sao bento do sapucai,7,788.06,7
SP,sao bernardo do campo,911,116785.21,911
SP,sao caetano do sul,272,36430.82,272
SP,sao carlos,231,33906.41,231
SP,sao francisco,2,166.72,2
SP,sao joao da boa vista,80,13428.77,80
SP,sao joao de iracema,3,213.38,3
SP,sao joaquim da barra,34,4808.58,34
SP,sao jose da bela vista,3,379.07000000000005,3
SP,sao jose do barreiro,3,260.89,3
SP,sao jose do rio pardo,44,5971.05,44
SP,sao jose do rio preto,329,53296.63,329
SP,sao jose dos campos,667,86492.5,667
SP,sao lourenco da serra,12,1357.03,12
SP,sao luis do paraitinga,3,945.99,3
SP,sao manuel,20,3403.6,20
SP,sao miguel arcanjo,13,1554.3899999999999,13
SP,sao paulo,15045,2108162.22,15045
SP,sao pedro,12,3903.33,12
SP,sao pedro do turvo,2,117.9,2
SP,sao roque,75,10721.19,75
SP,sao sebastiao,56,8813.789999999999,56
SP,sao sebastiao da grama,4,1102.02,4
SP,sao sebastiao da serra,1,171.35,1
SP,sao simao,10,1439.29,10
SP,sao vicente,157,21462.45,157
SP,sarapui,2,280.89,2
SP,sarutaia,1,71.82,1
SP,serra azul,1,108.52,1
SP,serra negra,13,3522.56,13
SP,serrana,13,1115.27,13
SP,sertaozinho,61,7829.73,61
SP,sete barras,4,302.52,4
SP,severinia,5,556.45,5
SP,silveiras,3,474.25,3
SP,socorro,19,2640.22,19
SP,sorocaba,609,85053.31,609
SP,sud mennucci,5,448.01,5
SP,sumare,178,24367.33,178
SP,suzanapolis,1,88.94,1
SP,suzano,230,28159.46,230
SP,tabapua,12,1535.21,12
SP,tabatinga,5,487.11,5
SP,taboao da serra,284,39300.68,284
SP,taciba,2,419.6,2
SP,taguai,10,873.56,10
SP,taiacu,1,70.51,1
SP,taiuva,5,1010.13,5
SP,tambau,19,1823.49,19
SP,tanabi,11,1666.88,11
SP,tapinas,1,135.08,1
SP,tapirai,2,140.53,2
SP,tapiratiba,12,2835.28,12
SP,taquaritinga,33,5237.07,33
SP,taquarituba,15,2799.3500000000004,15
SP,taquarivai,3,738.9000000000001,3
SP,tarabai,5,1174.4,5
SP,taruma,9,1189.95,9
SP,tatui,72,12752.93,72
SP,taubate,260,33717.73,260
SP,tecainda,1,165.13,1
SP,tejupa,3,382.4,3
SP,teodoro sampaio,12,1473.9099999999999,12
SP,termas de ibira,1,87.15,1
SP,terra roxa,2,193.48,2
SP,tiete,35,4792.73,35
SP,timburi,3,390.86,3
SP,torrinha,6,519.4200000000001,6
SP,trabiju,1,279.91,1
SP,tremembe,38,5462.7,38
SP,tres fronteiras,5,434.82,5
SP,tuiuti,1,60.85,1
SP,tupa,52,7490.94,52
SP,tupi paulista,6,577.19,6
SP,turmalina,1,46.23,1
SP,ubatuba,72,9536.95,72
SP,ubirajara,1,96.09,1
SP,uchoa,3,641.29,3
SP,urania,4,980.28,4
SP,urupes,10,1313.27,10
SP,valentim gentil,3,418.87,3
SP,valinhos,181,25190.98,181
SP,valparaiso,8,658.49,8
SP,vargem,2,101.5,2
SP,vargem grande do sul,12,990.68,12
SP,vargem grande paulista,43,5368.150000000001,43
SP,varzea paulista,75,12093.68,75
SP,venda branca,1,134.83,1
SP,vera cruz,9,1066.9499999999998,9
SP,vinhedo,90,10382.01,90
SP,viradouro,18,2480.93,18
SP,vista alegre do alto,3,327.66999999999996,3
SP,votorantim,84,12085.64,84
SP,votuporanga,63,9760.03,63
SP,zacarias,2,229.85,2
TO,alianca do tocantins,2,264.0,2
TO,almas,1,113.56,1
TO,alvorada,6,1954.44,6
TO,ananas,1,122.76,1
TO,aparecida do rio negro,1,172.58,1
TO,araguacu,1,162.86,1
TO,araguaina,38,8946.12,38
TO,araguatins,5,859.9,5
TO,arapoema,1,98.57,1
TO,arraias,2,254.23000000000002,2
TO,augustinopolis,1,144.89,1
TO,bandeirantes do tocantins,2,432.20000000000005,2
TO,barrolandia,2,124.53999999999999,2
TO,buriti do tocantins,1,86.79,1
TO,cariri do tocantins,2,354.26,2
TO,carmolandia,1,167.45,1
TO,centenario,1,162.47,1
TO,colinas do tocantins,3,643.0799999999999,3
TO,colmeia,2,180.69,2
TO,combinado,1,54.63,1
TO,conceicao do tocantins,3,433.96999999999997,3
TO,couto de magalhaes,2,242.63,2
TO,cristalandia,3,1067.93,3
TO,dianopolis,7,1165.41,7
TO,divinopolis do tocantins,1,139.27,1
TO,duere,1,158.77,1
TO,esperantina,1,122.58,1
TO,fatima,1,95.64,1
TO,formoso do araguaia,4,354.12,4
TO,goianorte,2,229.5,2
TO,guarai,4,1459.3700000000001,4
TO,gurupi,24,6192.18,24
TO,lagoa da confusao,5,929.74,5
TO,lajeado,1,175.1,1
TO,miranorte,2,733.42,2
TO,natividade,1,435.27,1
TO,nova olinda,1,56.79,1
TO,novo alegre,1,319.09,1
TO,novo jardim,1,60.98,1
TO,palmas,88,21345.829999999998,88
TO,paraiso do tocantins,10,2238.86,10
TO,parana,2,195.25,2
TO,pedro afonso,3,368.9,3
TO,peixe,1,117.16,1
TO,pequizeiro,1,253.98,1
TO,pindorama do tocantins,2,174.18,2
TO,pium,1,45.63,1
TO,porto nacional,8,1911.38,8
TO,praia norte,1,113.35,1
TO,pugmil,1,148.15,1
TO,sandolandia,1,841.28,1
TO,silvanopolis,1,273.88,1
TO,sitio novo do tocantins,2,476.27,2
TO,taguatinga,3,454.45000000000005,3
TO,tocantinopolis,7,947.28,7
TO,xambioa,3,429.76,3
